"@SammieLynnsMom @tg10781 ORG"
"weeks DATE"
"1 CARDINAL"
"4 MONEY"
"100 MONEY"
"first ORDINAL"
"5 years DATE"
"early next week DATE"
"This week DATE"
"Zinfandel ORG"
"just last night TIME"
"http://bit.ly/972Sik @vivarocks777 PERSON"
"a coupla days DATE"
"MD Jobs | Executive Pharmacist-Full Time Float-Ellicott City ORG"
"MD Job GPE"
"#Job # MONEY"
"lolzaa PERSON"
"10:30 TIME"
"@keoghsie ORG"
"non-Twitter NORP"
"HUrrah PERSON"
"@ScottBourne PERSON"
"this next week DATE"
"Sunday DATE"
"@kevinjonas ORG"
"Friday night TIME"
"Chris L PERSON"
"93 days DATE"
"100 CARDINAL"
"$ 4.99 - $ MONEY"
"http://bit.ly/9YA597 PERSON"
"tonight TIME"
"mariaelena GPE"
"sarah PERSON"
"GOO WB PERSON"
"Entire Facebook Photo Album Captured ORG"
"tonight TIME"
"Miley Cyrus PERSON"
"14-Year-Old DATE"
"First ORDINAL"
"Paris Hilton PERSON"
"Miley Cyrus PERSON"
"20 years DATE"
"Mrs PERSON"
"Green Newsfeed ORG"
"AHFA ORG"
"Sage Award ORG"
"5 CARDINAL"
"RT @DaymiCarolina WORK_OF_ART"
"Yayaayayay PERSON"
"tonight TIME"
"North York GPE"
"$37K MONEY"
"1 year DATE"
"Toronto GPE"
"Ontario GPE"
"CANADA GPE"
"Brothers ORG"
"# CARDINAL"
"http://bit.ly/9mVsCQ Getting ORG"
"first ORDINAL"
"tonight TIME"
"next friday DATE"
"@sarahXtinchyBBK GPE"
"looool u hav ORG"
"2 CARDINAL"
"all week DATE"
"Orillia GPE"
"ON at ORG"
"Leacock Museum ORG"
"October 24 , 2010 http://artistdata.com/a/26up DATE"
"half 8 DATE"
"sunday DATE"
"First ORDINAL"
"Yum PERSON"
"tomorrow DATE"
"first ORDINAL"
"Singapore GPE"
"September DATE"
"http://bit.ly/cZZGj7 PERSON"
"last week DATE"
"monday DATE"
"tuesday DATE"
"the day DATE"
"BH ORG"
"next Friday DATE"
"NYC GPE"
"@lennaraye ORG"
"India GPE"
"Grammar Boot Camp FAC"
"Monday DATE"
"7th ORDINAL"
"GO-GO-GO ORG"
"8th ORDINAL"
"next Friday DATE"
"Reuters ORG"
"1-Tighter CARDINAL"
"NEW YORK GPE"
"Sept 17 DATE"
"Reuters ORG"
"@rainnwilson ORG"
"http://www.officetally.com/rainn-wilson-and-friends-seattle-oct-23 MONEY"
"Big Maxxx ORG"
"sam s PERSON"
"steve PERSON"
"tanya PERSON"
"10:00 TIME"
"O Oo ORG"
"666 CARDINAL"
"eva PERSON"
"Over 1 CARDINAL"
"5 week DATE"
"sta ik PERSON"
"de keuken bij PERSON"
"Delphi PRODUCT"
"toch ooit nog kok PERSON"
"@corsairartisan Pumpkin Moonshine LOC"
"Nashville GPE"
"KY ORG"
"next week DATE"
"today DATE"
"@FlyHighBird LOC"
"a night TIME"
"4lokos MONEY"
"iown kno PERSON"
"tomorrow morning TIME"
"07:30 am TIME"
"Jan Brewer PERSON"
"LateLate PRODUCT"
"desbishop PRODUCT"
"Hayes PERSON"
"fRiDaY DATE"
"friday DATE"
"OMGwhatateen @wackeychan Awesome EVENT"
"First ORDINAL"
"two weeks DATE"
"Monday DATE"
"friday DATE"
"@jonronson PERSON"
"Mail ORG"
"Sunday DATE"
"25 CARDINAL"
"#flash # MONEY"
"RT @claywsyx6 ORG"
"Ohio GPE"
"Frank Solich PERSON"
"Ohio State ORG"
"today DATE"
"10 year old DATE"
"Shane PERSON"
"IG | Nieuws ORG"
"2011 DATE"
"5 november DATE"
"Viera PERSON"
"orlando GPE"
"tonight TIME"
"@Ravenwithclaws PERSON"
"the Rotary Club ORG"
"Terry Fox PERSON"
"Sunday DATE"
"Time Warner Cable ORG"
"Epix Movie Channel ORG"
"Netflix http://dlvr.it/5RgcL RT PERSON"
"the Super City GPE"
"Love days DATE"
"HoveLive LOC"
"tomorrow DATE"
"Belgium GPE"
"Rickey Smiley PERSON"
"all day DATE"
"today DATE"
"1 CARDINAL"
"Google Music Rumors : WORK_OF_ART"
"Edmonton GPE"
"320000 MONEY"
"Olympics EVENT"
"Tim Yip PERSON"
"Edmonton Journal ORG"
"September 17 , 2010 DATE"
"02:03 PM TIME"
"trey songz PERSON"
"Friday DATE"
"RT @BoRnStar88 Tutoring ORG"
"all day DATE"
"Friday DATE"
"#ZodiacFacts MONEY"
"Jewish NORP"
"some days DATE"
"3 an a half days DATE"
"earlier and earlier day DATE"
"Today DATE"
"Pepsi ORG"
"Coke ORG"
"MLIA PERSON"
"a few years DATE"
"Love WORK_OF_ART"
"tonight TIME"
"today DATE"
"next Friday DATE"
"Mark Rowan PERSON"
"Novel Wines ORG"
"Goodnight PERSON"
"seee PERSON"
"tomorrow DATE"
"Michael PERSON"
"100- CARDINAL"
"Tim Bulmer PERSON"
"100% PERCENT"
"YPF ORG"
"this week DATE"
"2 years 99 days DATE"
"3 hours 36 minutes and 20 seconds TIME"
"DEC ORG"
"two nighter TIME"
"London GPE"
"NOVEMBER 18 DATE"
"Shpongle ORG"
"Simon Posford DJ PERSON"
"http://fb.me/Hqwb7kzG PERSON"
"2 CARDINAL"
"the 2nd DATE"
"tomorrow DATE"
"Hawaii GPE"
"a stressful week DATE"
"Goodnight PERSON"
"Doc Lewis PERSON"
"today DATE"
"Chinese NORP"
"one CARDINAL"
"first ORDINAL"
"today DATE"
"about 20 CARDINAL"
"the past week DATE"
"tomorrow DATE"
"Australia GPE"
"today DATE"
"Dems NORP"
"GOP ORG"
"AP ORG"
"six weeks DATE"
"http://tiny.ly/wc5 RT PERSON"
"the middle of the DATE"
"#teenthings # MONEY"
"tonight TIME"
"Lohan PERSON"
"last mont DATE"
"http://bit.ly/cXoiO2 PERSON"
"Three Days DATE"
"Official Music Video ORG"
"today DATE"
"today DATE"
"#losers # MONEY"
"followthrough GPE"
"today DATE"
"69 CARDINAL"
"Islip , Long Island FAC"
"Arthur Airport GPE"
"North LOC"
"16.1 MPH QUANTITY"
"14 CARDINAL"
"Finna Chill PERSON"
"Club Champ ORG"
"this year DATE"
"tomorrow DATE"
"tonight TIME"
"Keppinger PERSON"
"Downs ORG"
"2B CARDINAL"
"5th ORDINAL"
"@alysonfooter PERSON"
"Friday DATE"
"night TIME"
"cus u GPE"
"the nest day u DATE"
"RT @WakaFlocka1017 : PERSON"
"106 CARDINAL"
"WORTH SCHOOL SUPPLY N ORG"
"Sunday DATE"
"Saturday DATE"
"morning TIME"
"tht PERSON"
"ntake PERSON"
"all day DATE"
"Gelato Gilberto PERSON"
"Tonight TIME"
"Burning Bush Grille FAC"
"13206 W Highway MONEY"
"106 CARDINAL"
"WORTH SCHOOL SUPPLY N ORG"
"ANGELES GPE"
"Friday , October 8 DATE"
"07:30 pm TIME"
"Saturday DATE"
"2 CARDINAL"
"Three CARDINAL"
"Digital Copy ORG"
"Robert Downey Jr . PERSON"
"Mickey Rourke Direc PERSON"
"http://bit.ly/a6iCPn GPE"
"george PERSON"
"today DATE"
"Great Pumpkin ORG"
"iPad ORG"
"@mo9x NORP"
"Next year DATE"
"@jessejane ORG"
"@rileysteele PERSON"
"Hustler Hollywood ORG"
"Sep 23rd 8-10pm DATE"
"one CARDINAL"
"SATURDAY NIGHT DATE"
"http://conta.cc/csqjCc ORG"
"# CARDINAL"
"tomorrow DATE"
"http://fb.me/GVhHzbMR PERSON"
"the 80 weekend DATE"
"today DATE"
"a great two days DATE"
"Houston GPE"
"Fes GPE"
"Salt Lake GPE"
"today DATE"
"weeks DATE"
"@DavidHayemaker NORP"
"Radio 1 ORG"
"the other day DATE"
"YEARS AGO DATE"
"u kno PERSON"
"u GPE"
"LMao http://bit.ly/9sFpBN GPE"
"Reach ORG"
"today DATE"
"Wednesday DATE"
"london GPE"
"@girlfriendgroup GPE"
"@cjhayden GPE"
"my week DATE"
"friday DATE"
"tomorrow DATE"
"09:30 TIME"
"Yellow Lot LOC"
"17 CARDINAL"
"Walls PERSON"
"Tomorrow DATE"
"Austin Tonite GPE"
"The Scoot Inn FAC"
"01:00 TIME"
"o monstro ORG"
"YouTube ORG"
"Yoav PERSON"
"March 2010 DATE"
"@LightBringer87 ORG"
"@leestanleyinnqy ORG"
"later 1 week DATE"
"Monday DATE"
"morning TIME"
"first ORDINAL"
"The Replacement ORG"
"Album of the Day WORK_OF_ART"
"bruh &lt -- u ORG"
"today DATE"
"tonight TIME"
"Tessa PERSON"
"3 CARDINAL"
"maxin &amp ORG"
"4 day DATE"
"tomorrow DATE"
"Phil PERSON"
"tonight TIME"
"the Society of Mining and Metallurgy Engineers ORG"
"tonight TIME"
"kierra PERSON"
"wat ORG"
"Tenshi ni Fureta yo PERSON"
"4 days DATE"
"French NORP"
"today DATE"
"10:00 TIME"
"tonight TIME"
"Don PERSON"
"Joe Torre PERSON"
"LA Dodgers ORG"
"this season DATE"
"saturday DATE"
"L &lt ORG"
"3 & MONEY"
"@ayuhastari ORG"
"untuk ngehostnya PERSON"
"today DATE"
"di inbox LOC"
"sy gak bisa liat PERSON"
"nih wajib ngantor PERSON"
"Dayton GPE"
"NJ GPE"
"tomorrow DATE"
"6 CARDINAL"
"Castle PERSON"
"Murkowski PERSON"
"NRSC ORG"
"this week DATE"
"The Heatwave 7th WORK_OF_ART"
"tonight TIME"
"Brixton GPE"
"@BlackCanseco NORP"
"@Loserface_Laura PERSON"
"mike PERSON"
"Stephen Fry PERSON"
"October 1 DATE"
"Baka Boyz LIVE w/ PERSON"
"150 MONEY"
"tonight TIME"
"916960 CARDINAL"
"6 CARDINAL"
"VMB ORG"
"last night TIME"
"HSBC ORG"
"tonight TIME"
"tonight TIME"
"Mexican NORP"
"10 CARDINAL"
"@MajorBerry PERSON"
"Sweden GPE"
"3 weeks ago DATE"
"&quot Devil &quot ORG"
"tonight TIME"
"2day 2 DATE"
"this week DATE"
"dis weekend DATE"
"tonight TIME"
"7 CARDINAL"
"@Emmas76 ORG"
"America GPE"
"Donald Trump RT @CHRIS_Daughtry PERSON"
"tomorrow DATE"
"5 years ago DATE"
"@poscas PERSON"
"early 80s DATE"
"NYC GPE"
"Central Park LOC"
"Germano PERSON"
"Albin , Haines ORG"
"Burrow PERSON"
"yesterday DATE"
"@JasonCorriher NORP"
"3 CARDINAL"
"3 CARDINAL"
"today DATE"
"tonight TIME"
"today DATE"
"20:00 TIME"
"today DATE"
"guiseeeee PERSON"
"the week DATE"
"Friday DATE"
"today DATE"
"Friday DATE"
"Jessica Simpson PERSON"
"Jessica Simpson PERSON"
"Simpson PERSON"
"4-month DATE"
"boyfrien PERSON"
"last night TIME"
"today DATE"
"# CARDINAL"
"Twitter ORG"
"tomorrow DATE"
"Greek Festival ORG"
"St Johns GPE"
"@The_TDawson PERSON"
"yu PERSON"
"yesterday DATE"
"friday DATE"
"madison ! ORG"
"3 CARDINAL"
"iTunes ORG"
"this week DATE"
"JeA Unnie Have WORK_OF_ART"
"ya &amp ORG"
"# CARDINAL"
"every day DATE"
"2 CARDINAL"
"2 CARDINAL"
"#free # MONEY"
"# DATE"
"Denver GPE"
"tonight TIME"
"Pac PERSON"
"3 CARDINAL"
"today DATE"
"backpackkk GPE"
"tonight TIME"
"today DATE"
"tonight TIME"
"this weekend DATE"
"Friday Night Lights ? WORK_OF_ART"
"Jackie PERSON"
"50 years DATE"
"JFK PERSON"
"1960 DATE"
"Jacquelin PERSON"
"MuchLove PRODUCT"
"10.20 CARDINAL"
"9 CARDINAL"
"One year DATE"
"5th ORDINAL"
"argrgrgr hy PERSON"
"6 CARDINAL"
"http://tinyurl.com/26zeju5 PERSON"
"RT @Sexstrology ORG"
"Sagittarius ORG"
"JenniferAniston ORG"
"the day DATE"
"http://tl.gd/63av0 PRODUCT"
"DM ORG"
"okkk PERSON"
"Conn PERSON"
"tonight TIME"
"Leggings ORG"
"cuz u can c da ORG"
"@DonnieWahlberg PERSON"
"tonight TIME"
"Friday DATE"
"first ORDINAL"
"Sunday DATE"
"28 &amp MONEY"
"Halo ORG"
"tonight TIME"
"Playboy - 10 October 2010 WORK_OF_ART"
"Slovenia GPE"
"October 2010 DATE"
"Ga Ga : PERSON"
"more than 100 years DATE"
"The Sept Issue EVENT"
"Anna Wintor PERSON"
"NY GPE"
"night tonight TIME"
"the same day DATE"
"Sun/Sept 19 ORG"
"2 CARDINAL"
"15 CARDINAL"
"today DATE"
"Chicago Blackhawks ORG"
"Stan Bowman PERSON"
"Cristobal Huet PERSON"
"two weeks DATE"
"NHL ORG"
"Hendrix PERSON"
"40 years ago DATE"
"NYC s Electric Lady Studios ORG"
"@FirstLadyEve PERSON"
"2 CARDINAL"
"@willdemps my$ ORG"
"tonight TIME"
"Lodge PERSON"
"bison shortribs PERSON"
"@Jessica_Chobot PERSON"
"every few hundred yrs DATE"
"Time ORG"
"@Miss_SarahBaby hmmm .. WORK_OF_ART"
"u kno GPE"
"lololololol PERSON"
"tonight TIME"
"Last day DATE"
"today DATE"
"the age of 30 DATE"
"RT @broniaisdeadly ORG"
"http://www.youtube.com/watch?v=yRyK9doEmHE &lt ORG"
"@shabbyofficial ORG"
"Trisha PERSON"
"Paris GPE"
"this week DATE"
"# DATE"
"the other day DATE"
"24 CARDINAL"
"japan GPE"
"august DATE"
"tonight TIME"
"the other day DATE"
"DT GPE"
"Jessum PERSON"
"Yesterday DATE"
"http://yfrog.com/mmeoxj :( PERSON"
"tomorrow DATE"
"Hawaii GPE"
"@SweetBee_90 PERSON"
"tonight TIME"
"one CARDINAL"
"Ultimate Magic ORG"
"Monday DATE"
"lhs ORG"
"lhs @PERSONGUY6661 ORG"
"uk GPE"
"this year DATE"
"next few weeks DATE"
"@saarbei ORG"
"today DATE"
"DUKETERS'S PERSON"
"a nice day DATE"
"a day DATE"
"0 CARDINAL"
"a few ... 1st DATE"
"this night TIME"
"Morgenochtend maar PERSON"
"geven CARDINAL"
"8 GB TIME"
"2 CARDINAL"
"MCRchat DATE"
"tonight TIME"
"Justin ORG"
"1 MONEY"
"8 ) QUANTITY"
"nou ze PERSON"
"al een PERSON"
"wel erg ziek GPE"
"echt heel zielig PERSON"
"Fuckk PERSON"
"fuckinn NORP"
"Arizona GPE"
"next year DATE"
"VT GPE"
"58 years ago DATE"
"GA GPE"
"ATL GPE"
"Tryna PERSON"
"Tonight TIME"
"today DATE"
"RT PERSON"
"@Realtorkeita @SaintDC @angelgrace226 @Anita316 PERSON"
"@thecodysimpson PERSON"
"second ORDINAL"
"a week DATE"
"@FutreTeenStar PRODUCT"
"fckn emily rodriguez PERSON"
"today DATE"
"21 years ago DATE"
"9 days DATE"
"Sydney GPE"
"3 weeks DATE"
"summer DATE"
"frst hrd PERSON"
"months DATE"
"SEND A ORG"
"@ChefGuyFieri NORP"
"3 year old DATE"
"Penny of Mesa ORG"
"AZ GPE"
"4 CARDINAL"
"the days to Oct 23rd DATE"
"Wright PERSON"
"Halloween DATE"
"Soulja Boy | PERSON"
"Nov 2 , 2010 DATE"
"u ORG"
"one CARDINAL"
"Fridays DATE"
"#smartboard http://bit.ly/b4MXHG MONEY"
"@RICCOBARRINO ORG"
"wen PERSON"
"yungr nd PERSON"
"adta PERSON"
"4 CARDINAL"
"ma tea ... ORG"
"afta da PERSON"
"the month DATE"
"September DATE"
"today DATE"
"alabama GPE"
"broski PERSON"
"Costa Rican NORP"
"CocoFunka ORG"
"this week DATE"
"NITES WE ORG"
"18 CARDINAL"
"VISIONS LOUNGE ORG"
"247 CARDINAL"
"1ST DATE"
"tomorrow DATE"
"press &amp ORG"
"@Treysongz PERSON"
"tomorrow DATE"
"maryland GPE"
"Two tonight TIME"
"3 tonight TIME"
"2 CARDINAL"
"tonight TIME"
"3 CARDINAL"
"one CARDINAL"
"3 CARDINAL"
"11 CARDINAL"
"@emmarose99 PERSON"
"s ur day ORG"
"later tonight TIME"
"tonight TIME"
"Tonight TIME"
"3 CARDINAL"
"O Salem B Daily O ORG"
"tonight TIME"
"this O week DATE"
"friday DATE"
"this O week DATE"
"Jimmie B Johnson PERSON"
"Boy You Use To Love Find us WORK_OF_ART"
"Tipitina s PERSON"
"tonight TIME"
"Twitter ORG"
"RT @TheGhostOfYou PERSON"
"Adeus PERSON"
"bem dormidas PERSON"
"RT CARDINAL"
"@Vivi_Venom NORP"
"22nd ORDINAL"
"D.C. GPE"
"next month DATE"
"YESSSSSS PERSON"
"Jan Bloom PERSON"
"two CARDINAL"
"america GPE"
"1st ORDINAL"
"Fenway GPE"
"tonight TIME"
"Blegh PERSON"
"two week DATE"
"G'mar chatima tova PERSON"
"tonight TIME"
"HICKORY GPE"
"NC GPE"
"WOW ORG"
"DONT MISS PERSON"
"Grand Masquerade FAC"
"next week DATE"
"Tomorrow DATE"
"the big day DATE"
"Our Pet Spa and Adoption Event ORG"
"Evergreen Subaru ORG"
"10:00 to 13:00 TIME"
"Yesterday DATE"
"Today DATE"
"guiseeeee PERSON"
"the week DATE"
"Uve PERSON"
"tonight TIME"
"RT @EricJacksch PERSON"
"the weekend DATE"
"the Army Run FAC"
"Sunday DATE"
"Ottawa Road FAC"
"today DATE"
"Milford Rd GPE"
"Lindis Pass PERSON"
"Arthurs Pass LOC"
"today DATE"
"Desert Rd LOC"
"Lewis PERSON"
"Rimutakas Justin PERSON"
"Timberlake ft PERSON"
"Beyonce PERSON"
"Anja Rubik Model PERSON"
"Cloudy ORG"
"64 CARDINAL"
"Buffalo Municipal Airport FAC"
"MN Winds FAC"
"68% PERCENT"
"Last Updated DATE"
"Sep 17 20 DATE"
"monday DATE"
"RTLextra @write_as_rain ORG"
"Yay PERSON"
"next week DATE"
"This week DATE"
"only $5 MONEY"
"2 months DATE"
"FRIDAY Sept DATE"
"17 CARDINAL"
"tonight TIME"
"RT @Queen_UK PERSON"
"500 years DATE"
"Christian NORP"
"Sunday DATE"
"two CARDINAL"
"the Hudson TMA ORG"
"Town Square Place on FAC"
"Pavonia Avenue FAC"
"Newport GPE"
"the week DATE"
"New Teeshirts GPE"
"October 9th 2010 DATE"
"Remington s Annual Octoberfest ORG"
"another day DATE"
"five seconds TIME"
"Friday DATE"
"Tuesday DATE"
"heheRT LANGUAGE"
"otw pelabuhan ratu PERSON"
"later tonight TIME"
"First ORDINAL"
"Tonight TIME"
"3 CARDINAL"
"Tim PERSON"
"the day DATE"
"3 fall DATE"
"@Laylaloves PERSON"
"Irish NORP"
"O waterfight PERSON"
"jus seemd sniddy PERSON"
"tonight TIME"
"Kwiruka PERSON"
"late July last DATE"
"Aug 24 DATE"
"1 MONEY"
"the week DATE"
"tonight TIME"
"QB ORG"
"smdh Sooo PERSON"
"tomorrow night TIME"
"Sunset Bistro FAC"
"tonight TIME"
"icandowithout PRODUCT"
"4 CARDINAL"
"Benitez PERSON"
"less than 7 mins TIME"
"Buck PERSON"
"tomorrow DATE"
"#adirondacks # MONEY"
"Air Music Jump ORG"
"Rock Band ORG"
"Music Jump ORG"
"one CARDINAL"
"JUTHTIN PERSON"
"yesterday DATE"
"Today DATE"
"2 CARDINAL"
"Brady &amp ORG"
"joe PERSON"
"@Nolicious ORG"
"7 CARDINAL"
"Rihanna PERSON"
"first ORDINAL"
"AGES GPE"
"LMFAOOOOO PERSON"
"17 CARDINAL"
"al-Mallohi ORG"
"19-year-old DATE"
"Syrian NORP"
"http://bit.ly/aDG3ub ORG"
"2nd ORDINAL"
"today DATE"
"FRIDAY DATE"
"yesshh PERSON"
"this weekend DATE"
"tonight TIME"
"today DATE"
"IKNOWIT ORG"
"tonight TIME"
"Vanilla PRODUCT"
"Two weeks from now DATE"
"Chinese NORP"
"Sotheby | s ORG"
"Hong Kong GPE"
"twentieth century DATE"
"Chinese NORP"
"October DATE"
"http://bit.ly/aFLHax NEW ORLEANS ORG"
"Tonight TIME"
"tonight TIME"
"30 min TIME"
"ufc ORG"
"b4 n justthen PERSON"
"kenny PERSON"
"today DATE"
"corbin GPE"
"the day DATE"
"YEARS later DATE"
"Mwahaha PERSON"
"a stressful week DATE"
